"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"2065","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","people from Spain"
"2066","Travel restriction","Border restriction","Borders closed for people from high-risk areas other than China","people from Switzerland"
"2069","Healthcare and public health capacity","Case management","Prepare to treat patients",""
"2090","Social distancing","Mass gathering cancellation","Sport events","football, indoor and outdoor athletic games, marathon runs etc."
"2108","Travel restriction","Border restriction","Borders closed for people from outside Europe","borders closed for 30 days for people from outside Europe"
"2114","Risk communication","Educate and actively communicate with the public","Encourage hand hygiene","Encourage not to shake hands"
"2115","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Stay at home when show symptoms (fever, coughing, sore throat, rhinitis). Call doctor only if symptoms get worse"
"2121","Social distancing","Measures for special populations","Measures to limit contact to the elderly","Recommend not to visit vulnerable persons"
"2124","Social distancing","Small gathering cancellation","Implement part-time work",""
"2125","Social distancing","Mass gathering cancellation","Indoor activities","sports and fitness clubs"
"2127","Case identification, contact tracing and related measures","Surveillance","Implement sentinel study","start to test blood donations if people were infected"
"2129","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Stay at home when show symptoms (fever, coughing, cold)."
"2130","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Call to limit social contacts for a week in one city"
"2141","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Partial quarantine (e.g access to schools, sport gym...restricted)"
"2150","Social distancing","Mass gathering cancellation","Limit up to 500 persons","outside"
"2151","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","$12.1 billion package"
"2152","Resource allocation","Crisis management plans","Develop all-of-society and business continuity plans","Healthcare"
"2159","Healthcare and public health capacity","Scale up emergency response mechanisms","Country-wide alert level system",""
"2168","Healthcare and public health capacity","Scale up emergency response mechanisms","Raise to alert level 3",""
"2173","Social distancing","Public transport","Prohibition",""
"2178","Healthcare and public health capacity","Scale up emergency response mechanisms","Raise to alert level 4",""
"2185","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","Daily newsletter"
"2186","Risk communication","Educate and actively communicate with the public","Scale up communication to the public","WhatsApp"
"2193","Social distancing","Mass gathering cancellation","Outdoor activities","Closure of ski resorts"
"2194","Social distancing","Mass gathering cancellation","Indoor activities","Fitness gym, music classes"
"2197","Healthcare and public health capacity","Enhance emergency response mechanisms","Declare emergency state","2 regions"
