Country,iso3c,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Comment,Source
Singapore,SGP,Singapore,27/01/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,advising travellers to avoid non-essential travel to china,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore
Singapore,SGP,Singapore,22/02/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,advising travellers to avoid non-essential travel to Wuhan,,https://www.moh.gov.sg/news-highlights/details/moh-issues-public-health-travel-advisory-in-response-to-cases-of-novel-coronavirus-in-china
Singapore,SGP,Singapore,23/02/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,,avoid non-essential travel to Daegu and Cheongdo (Republic of Korea),https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-in-response-to-escalating-situation-in-daegu-and-cheongdo
Singapore,SGP,Singapore,03/03/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,"Iran, Northern Italy, Japan, Republic of Korea",,https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-in-response-to-escalating-global-situation
Singapore,SGP,Singapore,13/03/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,"Italy, France, Spain, Germany",,https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-to-prevent-further-importation-and-spread-of-covid-19-cases
Singapore,SGP,Singapore,15/03/2020,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,"worldwide, all countries",for 30 days,https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-to-prevent-further-importation-of-covid-19-cases
Singapore,SGP,Singapore,27/01/2020,Risk communication,Encourage self-initiated quarantine,For special populations,Leave of absence for preschool children and preschool employees who travelled to China,stay at home for 14 days,https://www.ecda.gov.sg/PressReleases/Pages/Advisory-New-Precautionary-Measure-Leave-Of-Absence-for-Preschool-Staff-and-Children-Returning-From-China.aspx
Singapore,SGP,Singapore,10/03/2020,Risk communication,Encourage self-initiated quarantine,For special populations,"elderly, seniors who feel unwell",,https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-to-protect-our-seniors
Singapore,SGP,Singapore,20/03/2020,Risk communication,Encourage self-initiated quarantine,For special populations,Elderly,"advise seniors to avoid crowded places, keep distance (but still go out and be active!)","https://www.moh.gov.sg/news-highlights/details/stricter-safe-distancing-measures-to-prevent-further-spread-of-covid-19-cases, https://www.moh.gov.sg/news-highlights/details/advisory-on-precautionary-measures-for-seniors"
Singapore,SGP,Singapore,07/02/2020,Risk communication,Encourage self-initiated quarantine,People with symptoms,,"People who are unwell should stay at home, and wear a mask if they must go out, such as to see the doctor",https://www.moh.gov.sg/news-highlights/details/risk-assessment-raised-to-dorscon-orange
Singapore,SGP,Singapore,07/02/2020,Risk communication,Encourage to not shake hands,,,,https://www.moh.gov.sg/news-highlights/details/risk-assessment-raised-to-dorscon-orange
Singapore,SGP,Singapore,01/02/2020,Healthcare and public health capacity,Enhance healthcare capacity,Healthcare equipement,Mask distribution,"distribution of 4 masks per household via pick-up stations, advise to wear them only when sick",https://www.pa.gov.sg/Newsroom/News/detail/Collection-of-Masks-from-1-Feb-9-Feb-at-RCs-and-CCs
Singapore,SGP,Singapore,24/03/2020,Healthcare and public health capacity,Enhance healthcare capacity,Human ressource,,Only people working in essential services like healthcare services and transport will be allowed into Singapore during this time,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore
Singapore,SGP,Singapore,18/02/2020,Healthcare and public health capacity,Enhance healthcare capacity,Train medical staff specially for covid-19,Public Health Preparedness Clinics PHPC staff guided on the appropriate care protocols according to the assessed risk and diagnosis of each patient,,https://www.moh.gov.sg/news-highlights/details/additional-pre-emptive-measures-to-reduce-risk-of-community-transmission
Singapore,SGP,Singapore,05/03/2020,Healthcare and public health capacity,Enhance laboratory testing,Increase testing capacity (number tests),more test kits and test frequency at all checkpoints,,https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-in-response-to-escalating-global-situation
Singapore,SGP,Singapore,05/03/2020,"Case identification, contact tracing and related measures",Enhance the system,Broaden definition / special definition,Suspected case,"MOH has expanded the definition of suspect cases to include persons with pneumonia or severe respiratory infection with breathlessness who had been to Iran, northern Italy, Japan and the Republic of Korea within 14 days before onset of symptoms",https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-in-response-to-escalating-global-situation
Singapore,SGP,Singapore,20/01/2020,"Case identification, contact tracing and related measures",Enhance the system,Research and test of contacts,,"once a case is confirmed, contact tracing will be initiated: strict isolation, quarantine, infection control, prevention measures to prevent further transmission",https://www.moh.gov.sg/news-highlights/details/moh-steps-up-precautionary-measures-in-response-to-increase-in-cases-of-novel-coronavirus-pneumonia-in-wuhan
Singapore,SGP,Singapore,31/01/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment,"stepped up the inspection of public toilets, and hygiene gaps like inadequate or missing soap lotion",,https://www.nea.gov.sg/media/news/news/index/sg-clean-campaign-launched-to-rally-public-and-businesses-to-work-together-to-keep-singapore-clean
Singapore,SGP,Singapore,01/02/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment,cleaning of public places with high human traffic,,https://www.nea.gov.sg/media/news/news/index/sg-clean-campaign-launched-to-rally-public-and-businesses-to-work-together-to-keep-singapore-clean
Singapore,SGP,Singapore,20/03/2020,Healthcare and public health capacity,Environmental cleaning and disinfection,Desinfection of the environment,upscale cleaning in workplaces,"more frequent cleaning of areas with high human contact, such as counters, lifts, pantries, toilets, and bin areas",https://www.mom.gov.sg/covid-19/general-advisory-for-workplaces-and-frontline-workers
Singapore,SGP,Singapore,20/03/2020,Resource allocation,Provide international help,,,agreement with New Zealand to guarantee supply chain connectivity,https://www.mti.gov.sg/-/media/MTI/Newsroom/Press-Releases/2020/03/Joint-Ministerial-Statement-by-SG-and-NZ-Affirming-Commitment-to-Ensuring-Supply-Chain-Connectivity.pdf
Singapore,SGP,Singapore,23/01/2020,"Case identification, contact tracing and related measures",Isolation of cases,,"patient 1 with fever tested, isolated",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore
Singapore,SGP,Singapore,02/02/2020,"Case identification, contact tracing and related measures",Isolation of cases,,isolation of people with fever and acute respiratory problems who came back from Wuhan in the last 14 days,,https://www.moh.gov.sg/news-highlights/details/precautionary-measures-in-response-to-severe-pneumonia-cases-in-wuhan-china
Singapore,SGP,Singapore,27/03/2020,Social distancing,Mass gathering cancellation,All,all mass events,regardless of size,"https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore, https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore"
Singapore,SGP,Singapore,27/03/2020,Social distancing,Mass gathering cancellation,Complete prohibition of gathering,groups maximal 10 people,exception: for work and school purposes,"https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore, https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore"
Singapore,SGP,Singapore,27/03/2020,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",,"all tuition and enrichment centres, as well as religious activities will be suspended","https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore, https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore"
Singapore,SGP,Singapore,15/02/2020,Social distancing,Mass gathering cancellation,Limit up to 1000 persons,,,https://www.mti.gov.sg/-/media/MTI/Newsroom/COVID-19/v2/Advisory-for-businesses-on-largescale-events15-Feb.pdf
Singapore,SGP,Singapore,20/03/2020,Social distancing,Mass gathering cancellation,Limit up to 1000 persons,,cancellation of all events >250,https://www.moh.gov.sg/news-highlights/details/stricter-safe-distancing-measures-to-prevent-further-spread-of-covid-19-cases
Singapore,SGP,Singapore,13/03/2020,Social distancing,Mass gathering cancellation,Limit up to 250 persons,,"For events that have already been committed (e.g. tickets sold), organisers must demonstrate satisfactory precautionary measures",https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-to-prevent-further-importation-and-spread-of-covid-19-cases
Singapore,SGP,Singapore,07/02/2020,Social distancing,Mass gathering cancellation,Limit up to 5000 persons,,advice to cancel or deter large events,https://www.moh.gov.sg/news-highlights/details/risk-assessment-raised-to-dorscon-orange
Singapore,SGP,Singapore,12/03/2020,Social distancing,Mass gathering cancellation,Place of worship,four mosques closeed,,https://www.muis.gov.sg/Media/Media-Releases/12-Mar-20-Media-Statement-on-Temporary-Closure-of-Mosques
Singapore,SGP,Singapore,13/03/2020,Social distancing,Mass gathering cancellation,Place of worship,"all mosques closed for at least five days for disinfection, 14 days closed all activities",,https://www.muis.gov.sg/Media/Media-Releases/12-Mar-20-Media-Statement-on-Temporary-Closure-of-Mosques
Singapore,SGP,Singapore,25/01/2020,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,visitor limit of two per patient in hospitals,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Singapore
Singapore,SGP,Singapore,11/03/2020,Social distancing,Measures for special populations,Measures to limit contact to the elderly,suspend activities with the elderly in government agencies,,https://www.moh.gov.sg/covid-19/faqs
Singapore,SGP,Singapore,22/03/2020,Social distancing,Measures for special populations,Measures to limit contact to the elderly,reduce or suspend activities with the elderly,,https://www.moh.gov.sg/covid-19/faqs
Singapore,SGP,Singapore,20/03/2020,Travel restriction,Non-essential travels forbidden,,Public sector agencies defer official trips abroad,,https://www.psd.gov.sg/press-room/press-releases/public-sector-implements-safe-distancing-measures-across-the-board-to-prevent-further-spread-of-covid-19-cases-1
Singapore,SGP,Singapore,13/03/2020,Risk communication,Public transport,Arrange working time to avoid peak hours,,allow employees to commute at off-peak hours,https://www.moh.gov.sg/news-highlights/details/additional-precautionary-measures-to-prevent-further-importation-and-spread-of-covid-19-cases
