id,Country,iso3,State,Region,Date,Measure_L1,Measure_L2,Measure_L3,Measure_L4,Status,Comment,Source
2825,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Social distancing,Small gathering cancellation,Complete prohibition of gathering,,,COVID-19 Alert Level 4 came into force at 11:59pm Wednesday 25 March 2020 --- All gatherings cancelled and all public venues closed.,https://covid19.govt.nz/covid-19/alert-system/alert-system-overview/#covid-19-alert-system --- https://covid19.govt.nz/covid-19/alert-system/alert-system-overview/#alert-level-4-%E2%80%94-lockdown
2826,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Social distancing,Small gathering cancellation,Mandatory home office,,,,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
2827,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Social distancing,Mass gathering cancellation,Closure of non-essential public places,,,,https://covid19.govt.nz/latest-updates/update-from-prime-minister-jacinda-ardern-230320/
2828,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Resource allocation,Activate or establish emergency response,Declare state of emergency,,,,https://covid19.govt.nz/government-actions/state-of-national-emergency/
2829,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Resource allocation,Activate or establish emergency response,Risk management plan,Raised to alert level 4,,moving up to alert level 4,https://www.beehive.govt.nz/release/state-national-emergency-declared-fight-covid-19
2830,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Social distancing,Closure of educational institutions,Complete closure of kindergartens,,,,https://covid19.govt.nz/government-actions/covid-19-alert-system/
2831,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Social distancing,Closure of educational institutions,Complete closure of primary and secondary schools,,,,https://covid19.govt.nz/government-actions/covid-19-alert-system/
2832,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Social distancing,Closure of educational institutions,Complete closure of universities,,,,https://covid19.govt.nz/government-actions/covid-19-alert-system/
2833,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Travel restriction,National lockdown,,,,COVID-19 Alert Level 4 came into force at 11:59pm Wednesday 25 March 2020 (Alert Level 4 — Lockdown),https://covid19.govt.nz/covid-19/alert-system/alert-system-overview/#alert-level-4-%E2%80%94-lockdown
2834,New Zealand,NZL,New Zealand,New Zealand,2020-03-25,Travel restriction,Individual movement restrictions,Movements for non-essential activities forbidden,,,,https://covid19.govt.nz/government-actions/covid-19-alert-system/
2835,New Zealand,NZL,New Zealand,New Zealand,2020-03-29,Resource allocation,Police and army interventions,To support law enforcement/sanction in case of no compliance,To enforce social distancing,,New online form for public to report Level 4 restriction breaches to police,https://web.archive.org/web/20200329085600/https://www.police.govt.nz/news/release/new-online-form-public-report-level-4-restriction-breaches-police
2836,New Zealand,NZL,New Zealand,New Zealand,2020-03-30,Risk communication,Educate and actively communicate with the public,Information bulletin,Daily newsletter,,Govt launches daily newsletter,https://covid19.govt.nz/latest-updates/daily-newsletter/
2837,New Zealand,NZL,New Zealand,New Zealand,2020-03-30,Risk communication,Educate and actively communicate with the public,Answer to questions,WhatsApp,,The Government has launched a WhatsApp channel for people to find information about COVID-19.,https://covid19.govt.nz/latest-updates/whatsapp-channel-for-covid-19-information/
2838,North Macedonia,MKD,North Macedonia,Kumanovo,2020-03-25,Travel restriction,Cordon sanitaire,One municipality,,,"At today's 27th session, the Government of the Republic of Northern Macedonia supplemented the Decision on Prohibition and Special Traffic Regime on the territory of the Republic of Northern Macedonia with a ban on entry and exit from and in the territory of the Municipality of Kumanovo with city and intercity passenger and railway passenger public transport --- The Government of North Macedonia decided during today’s meeting to suspend long-distance and urban travelling to and from the Municipality of Kumanovo and to recommend that all shops in semi-open areas which are not malls to remain closed. ",https://balkaneu.com/north-macedonia-kumanovo-municipality-placed-in-quarantine/ --- https://translate.googleusercontent.com/translate_c?depth=1&pto=aue&rurl=translate.google.com&sl=mk&sp=nmt4&tl=en&u=https://koronavirus.gov.mk/vesti/211780&usg=ALkJrhhyGDd5XviNbTQ6kJQtfutUXsilDw
2839,North Macedonia,MKD,North Macedonia,Kumanovo,2020-03-25,Healthcare and public health capacity,Enhance laboratory testing capacity,Increase testing capacity (number tests),Increase technical capacity for performing tests,,"With this decision, the Ministry of Health and the Institute of Public Health are obliged to prepare a special plan with teams to take all necessary measures and activities to conduct a number of tests in the area of ??the municipality of Kumanovo, for continuous detection and organization. to monitor the situation with the number of infected people from Koronavirus (COVID-19), for more efficient treatment of the same, as well as to send professional medical staff and to provide technical assistance for the needs of the General Hospital - Kumanovo.",https://translate.googleusercontent.com/translate_c?depth=1&pto=aue&rurl=translate.google.com&sl=mk&sp=nmt4&tl=en&u=https://koronavirus.gov.mk/vesti/211780&usg=ALkJrhhyGDd5XviNbTQ6kJQtfutUXsilDw
2840,North Macedonia,MKD,North Macedonia,Kumanovo,2020-04-03,Travel restriction,Individual movement restrictions,Curfew,Extend national curfew to weekend in this area,,"At today's 34th session, the Government of the Republic of Northern Macedonia made a decision to ban and a special regime of the population movement (police hour) in the Municipality of Kumanovo, a complete ban during the weekend, starting at 21:00 on Friday (today ) until 05:00 on Monday (06.04.2020). Exceptions to the ban on movement apply to the police, the army, health workers (in PHI and PHI, as well as family doctors) who will carry out their work engagements without interruption",https://translate.googleusercontent.com/translate_c?depth=1&pto=aue&rurl=translate.google.com&sl=mk&sp=nmt4&tl=en&u=https://koronavirus.gov.mk/vesti/214315&usg=ALkJrhgcn4WETre_4NyQo1lEukkyeDSqJQ
2841,North Macedonia,MKD,North Macedonia,Kumanovo,2020-04-19,Healthcare and public health capacity,Personal protective measures,Mandatory use of masks,In public and semi-public spaces,,"Starting from April 22, 2020 (Wednesday), a measure is introduced to ban the movement of the population in the municipalities of Kumanovo, Tetovo and Prilep, without wearing appropriate protective equipment (mask, scarf, shawl, etc.) outside their homes. , in all public places and areas of open and closed type, as well as closed premises, markets, shops or similar",https://translate.googleusercontent.com/translate_c?depth=1&pto=aue&rurl=translate.google.com&sl=mk&sp=nmt4&tl=en&u=https://koronavirus.gov.mk/vesti/215640&usg=ALkJrhia0QkaQ0sUTxEfnshOqNmsA1tidA
2842,North Macedonia,MKD,North Macedonia,Kumanovo,2020-05-19,Returning to normal life,Lift travel restriction,Resume public transport,Resumption of intercity transports,,"At today's 55th session, the Government of the Republic of Northern Macedonia accepted the proposal of the General Coordination Headquarters, based on the opinion of the Commission for Infectious Diseases, for normalization of public urban and intercity public transport to and from the Municipality of Kumanovo",https://translate.googleusercontent.com/translate_c?depth=1&pto=aue&rurl=translate.google.com&sl=mk&sp=nmt4&tl=en&u=https://koronavirus.gov.mk/vesti/217134&usg=ALkJrhh_PKfTbYG9V2IWPMPCur2gUouNng
2843,North Macedonia,MKD,North Macedonia,Municipalities of Debar and Centar Zupa,2020-03-13,Travel restriction,Cordon sanitaire,,,,"Adopted a Decision on Prohibition and a special regime of movement on part of the territory of the Republic of Northern Macedonia on the territories of the municipalities of Debar and Centar Zupa, which regulates the measure banning movement, ie entry and exit from the municipalities of Debar and Centar Zupa, as well as a measure to introduce a special regime of movement of the population within these areas.",https://koronavirus.gov.mk/vesti/213787
2844,North Macedonia,MKD,North Macedonia,North Macedonia,2020-02-25,Travel restriction,Individual movement restrictions,Curfew,,,"Every day, Monday to Sunday, citizens can move freely between 05:00 and 19:00hrs. Citizens 67 and older can move freely every day between 05:00 and 12:00",https://koronavirus.gov.mk/en/governments-measures
2845,North Macedonia,MKD,North Macedonia,North Macedonia,2020-02-25,Travel restriction,Individual movement restrictions,Segmentation of the population,According to age,,"Every day, Monday to Sunday, citizens can move freely between 05:00 and 19:00hrs. Citizens 67 and older can move freely every day between 05:00 and 12:00. People 18 and younger can move freely every day between 13:00 and 19:00",https://koronavirus.gov.mk/en/governments-measures
2846,North Macedonia,MKD,North Macedonia,North Macedonia,2020-02-25,Risk communication,Educate and actively communicate with the public,Information campaign,Information center,,"it was decided that the Ministry of Health will establish a permanent information center for the public, which will include the Border Police, the Crisis Management Center and the Public Relations Department of the Government. This center will establish close cooperation with the media in the country, and will aim to gather all relevant information and in order to timely, accurately and adequately inform the public about the prevention and protection of the population from the spread of the corona virus, as well as procedures and the institutional framework for treating the effects of the virus",https://translate.googleusercontent.com/translate_c?depth=1&pto=aue&rurl=translate.google.com&sl=mk&sp=nmt4&tl=en&u=https://koronavirus.gov.mk/vesti/213799&usg=ALkJrhiW4v6qpVGcvwnnSU8MZq4LTIfHNg
2847,North Macedonia,MKD,North Macedonia,North Macedonia,2020-02-25,Travel restriction,Airport restriction,Landing bans on aircrafts from high risk areas,From northern Italy: only 2 airports,,"The government has decided to limit entry into the country from crisis areas in northern Italy only through Skopje and Ohrid airports and the Kafasan, Tabanovce, Blace, Bogorodica and Deve Bair border crossings",https://translate.googleusercontent.com/translate_c?depth=1&pto=aue&rurl=translate.google.com&sl=mk&sp=nmt4&tl=en&u=https://koronavirus.gov.mk/vesti/213799&usg=ALkJrhiW4v6qpVGcvwnnSU8MZq4LTIfHNg
