"","Measure_L1","Measure_L2","Measure_L3","Measure_L4"
"2241","Risk communication","Educate and actively communicate with the public","Recommendation for home office","Suggested 5-day isolation for a state's population. Non-mandatory"
"2242","Social distancing","Mass gathering cancellation","Indoor activities","fitness gym, music classes..."
"2247","Social distancing","Mass gathering cancellation","Indoor activities","steam baths, gyms, sports centers"
"2250","Risk communication","Actively communicate with healthcare professionals","Health agencies and emergency healthcare","Workshop"
"2256","Social distancing","Closure of educational institutions","Partial closure of educational institutions","all institutions"
"2260","Risk communication","Educate and actively communicate with the public","Answer to questions","Official webpage: https://coronavirus.gob.mx/"
"2276","Social distancing","Small gathering cancellation","Closure of non-essential working places","From March 30 to April 30, 2020"
"2277","Resource allocation","Police and army interventions","To enforce social distancing","Sanction for compagnies operating during quarantine if social distancing not respected"
"2279","Risk communication","Educate and actively communicate with the public","Answer to questions","Webpage - work-related issues"
"2280","Healthcare and public health capacity","Increase availability of PPE","Masks, gloves",""
"2282","Healthcare and public health capacity","Increase patient capacity","Isolation wards",""
"2287","Resource allocation","Emergency response mechanisms","Risk management plan",""
"2288","Travel restriction","Border restriction","Travel ban to high-risk areas","Austria"
"2290","Travel restriction","Border restriction","Travel ban to high-risk areas","Denmark, France, Germany"
"2291","Travel restriction","Border restriction","Travel ban to high-risk areas","Iran, Italy, Spain, South Korea"
"2292","Travel restriction","Border restriction","Travel ban to high-risk areas","Japan"
"2293","Travel restriction","Border restriction","Travel ban to high-risk areas","Switzerland"
"2295","Healthcare and public health capacity","Case management","Prepare to treat patients",""
"2316","Social distancing","Mass gathering cancellation","Sport events","football, indoor and outdoor athletic games, marathon runs etc."
"2334","Travel restriction","Border restriction","Entry ban to non EU citizens",""
"2340","Risk communication","Educate and actively communicate with the public","Promote hand hygiene","Encourage not to shake hands"
"2341","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Stay at home when show symptoms (fever, coughing, sore throat, rhinitis). Call doctor only if symptoms get worse"
"2347","Social distancing","Measures for special populations","Measures to limit contact to the elderly","Recommend not to visit vulnerable persons"
"2350","Social distancing","Small gathering cancellation","Implement part-time work",""
"2351","Social distancing","Mass gathering cancellation","Indoor activities","sports and fitness clubs"
"2353","Case identification, contact tracing and related measures","Surveillance","Implement sentinel study","start to test blood donations if people were infected"
"2355","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Stay at home when show symptoms (fever, coughing, cold)."
"2356","Risk communication","Educate and actively communicate with the public","Encourage self-initiated quarantine","Call to limit social contacts for a week in one city"
"2362","Resource allocation","Emergency response mechanisms","Risk management plan","Sets up a team to monitor the situation"
"2367","Case identification, contact tracing and related measures","Quarantine","All incomings from high-risk areas","Partial quarantine (e.g access to schools, sport gym...restricted)"
